Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,propulsion/tank[0]/contents-volume-gal,propulsion/tank[1]/contents-volume-gal,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/delta-aileron-pos,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
2.10000011,-14.09748632247097,-3.342416660888321,5.116418683507755,14.44582992984699,-88.5973018698156,4.353792303565664,-14.10158773442669,-3.343200996984494,5.116278896840862,0.5812508249,689156.0139,22.1178904587,1525.66138641,3.934589827819551,-2.891964910820119,21.57212600054882,10.42427572938731,-0.7708527541528349,-34.50274187839941,-34.07473475704908,-1.931522999298552,-9.045948038224129,9.256871822376418,0.1077358771229884,-1.832628350122545,3.934589827819551,-2.891964910820119,21.57212600054882,21.50785119662116,1525.504423691838,-4.041239180835456,21.74147274254396,-0.421695637455262,-4.041239180835459,-4.041250955841809,-0.4216958448978053,-21.74147054981457, 2095.719348,-10.78164268, 13.55490276,-10.78164268,  1505.01081, 3.980024509, 13.55490276, 3.980024509, 3150.424425,77.08058949,2479.994663,45.4895107265838,4.227428452055185,35.4269645402483,8.4105183854699,8.410518388809,171.4262767983312,-0.2975045723827701,190.9887760284153,-0.00973422000084502,-0.09528688318620283,0.9926359721058645,0.07415849064726042,0.6950166861603706,-0.1198159722139909,0.7087825713186144,-0.01494005876984957,-0.6950178280417282,0.1198702413677659,-0.7087733952661063,0.01488684323650762,79.6633144411,-7.5130666460986,3.0823201033322e-05,3.1030933812793e-05,5.4667787986782e-07,20925654.49058988,3204.637709638963,11.25729797486482,20925654.73597534,0.1996585553617771,11.25729797486482,0.0087739561353023,8.410518388809,3.3967324468007e-09,3.33638298,19.6965654,19.6965654,0.999331548,-3.12385859,11.2590638,-178.997097,-3.12385859,-0.17705626,0,1,-0.17705626,0,-2.99195295,-0.174,0.348,0,0.0741690029,0.185422507,0.191889519,0,0,0.00153398437,-1,145.387312,0,191.002845,-191.002845,360,30,0.5235,0.303162488,-2.68879047,0,0,0,-8.41051839,-6.23721454,-0.747941163,-22.4894117,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1809.94,3.29079,1.3004,29.744,35.6228,-1.41489,14.9227,17.3086,486.106,129.997,129.997,3.03805304126026814e-05,-6.17380841255725672e-07,20925654.5340257101,-14.1015877344266869
2.200000115,-12.7327943863402,-10.49934449592133,5.483496104045142,12.67312949548477,-53.26574636905396,2.915365799340017,-12.73690437743401,-10.50008785244116,5.483387947918488,0.4277590849,591190.2921,18.9746716833,1525.45715583,4.915637730903645,-2.873649567475666,18.10018810260377,9.11144104452206,1.125945791715655,-34.92627059043239,-33.93443754732403,-1.33816274689161,-6.10614476552453,6.237053414231101,0.09419542884883575,-1.778900795565582,4.915637730903645,-2.873649567475666,18.10018810260377,18.10539038077026,1525.342177370146,-4.792812850083003,18.35010636962019,-0.5837008612975907,-4.792812850083003,-4.792822396243109,-0.583700991865855,-18.35010387212947, 2095.718091,-10.78164169, 13.55490837,-10.78164169, 1505.010723, 3.980033956, 13.55490837, 3.980033956, 3150.423222,77.08057607,2479.994231,45.48951028955669,4.227429187967831,35.4269603670115,10.414977304637,10.41497730125,170.0810221667011,0.2997976681819419,190.3533403418936,-0.005204426661021296,-0.09011420866293222,0.9921687605778217,0.08633361960240445,0.6978893567550426,-0.1247674577057662,0.7052491620970633,-0.002673310132194946,-0.6978895689448187,0.1248240276451988,-0.7052391518225578,0.002617330136821053,74.806115647146,-8.7107686197066,2.9607087285007e-05,2.9806624053884e-05,4.0768213191191e-07,20925656.4711322,3357.179553843976,10.81314803420631,20925656.74043449,0.1488943238768456,10.81314803420631,0.0091917635703167,10.41497730125,3.3251893357213e-09,3.32529253,19.6965327,19.6965327,0.999259158,-3.12782378,10.8141677,-179.224302,-3.12782378,-0.169931,0,1,-0.169931,0,-2.96847383,-0.174,0.348,0,0.050094764,0.12523691,0.130946382,0,0,0.00306796875,-1,144.604435,0,190.367362,-190.367362,360,30,0.5235,0.313908491,-2.65456534,0,0,0,-10.4149773,-6.54365706,-0.784557327,-19.1346612,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1817.18,3.30395,1.30049,29.7349,34.9969,-1.50761,14.3261,18.0758,496.686,129.997,129.997,2.91482938289716172e-05,-7.64806534613445987e-07,20925656.550124228,-12.7369043774340085
2.30000012,-11.5518768037225,-14.55987898236833,5.720313530540471,10.77247858635094,-27.15572380988934,1.777399937832543,-11.55599542198975,-14.56058054212937,5.720280350352555,0.3004247351,495437.4069,15.9020487881,1525.3126732,5.699330871712783,-2.678575011773422,14.60198682301874,6.532023585064538,2.763048163672892,-34.99748082777175,-33.62293850869479,-0.8781210341239798,-3.83657223506454,3.891352940042203,0.07611417035525468,-1.536435258403151,5.699330871712783,-2.678575011773422,14.60198682301874,14.72649545888501,1525.232426975867,-5.284416638408175,14.98231135402185,-0.6931399147583857,-5.284416638408177,-5.2844240680142,-0.6931399753794901,-14.98230873071609, 2095.716809,-10.78164068,  13.5549141,-10.78164068, 1505.010635, 3.980043598,  13.5549141, 3.980043598, 3150.421993,77.08056237,2479.993791,45.48950984348707,4.227429939107239,35.42695610742631,12.08133668825,12.081336689051,168.8518490808573,1.433799939066625,189.5716949703301,0.004306056576364123,-0.08424176796894778,0.9916224037876006,0.09782530711798469,0.7042279409810903,-0.1287408672186855,0.6981379094185026,0.009604982148737621,-0.7042271330375521,0.1287994121410879,-0.6981271108412612,-0.009664038195991697,68.678701111236,-9.6972537011749,2.8222308273758e-05,2.8412512318401e-05,2.3182894483887e-07,20925658.11246529,3509.707909253105,10.30739763743157,20925658.40679413,0.08466894681829099,10.30739763743157,0.0096095710053311,12.081336689051,7.4761032800787e-09,3.31165025,19.6964993,19.6964993,0.999198982,-3.13337845,10.3077394,-179.542585,-3.13337845,-0.161843391,0,1,-0.161843391,0,-2.94702071,-0.174,0.348,0,0.0292085176,0.0730212939,0.0779110996,0,0,0.00766992188,-1,143.836785,0,189.585659,-189.585659,360,30,0.5235,0.324130404,-2.62289031,0,0,0,-12.0813367,-6.99531585,-0.838592774,-15.8209015,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1822.57,3.31377,1.30057,29.7258,34.4187,-1.48308,13.2601,18.7848,506.45,129.997,129.997,2.7739921308734513e-05,-9.46741872029252105e-07,20925658.2297376022,-11.5559954219897474
2.400000125,-10.56338256679268,-16.36932740139741,5.857518102499386,8.841076807669806,-8.599435073725278,0.9472531115134325,-10.56750763444609,-16.36998757739361,5.857583585041265,0.1989281785,403147.2787,12.9402256942,1525.21550817,6.201278379689457,-2.330117273155715,11.1159408494435,3.52878164910976,4.192922248314904,-34.67193768689673,-33.23128461909999,-0.5319271365056127,-2.179117211754488,2.179700898798045,0.05651883923842987,-1.156403389038935,6.201278379689457,-2.330117273155715,11.1159408494435,11.38338242505192,1525.162819600127,-5.580203835942436,11.6503030137314,-0.7623685820937128,-5.580203835942434,-5.580209307979183,-0.762368588554907,-11.65030039233823, 2095.715503,-10.78163965, 13.55491993,-10.78163965, 1505.010545, 3.980053421, 13.55491993, 3.980053421, 3150.420742,77.08054842,2479.993342,45.48950938907572,4.227430704293305,35.42695176818486,13.412640050054,13.412640051102,167.7106765362362,2.838075706921727,188.6879508999986,0.01644625180062978,-0.07792894004099177,0.9908937819369886,0.108563870714014,0.7122971306279589,-0.1318703364057266,0.6890382891537341,0.0216621364484663,-0.7122952323472829,0.131930630461243,-0.6890267471511997,-0.02172446619979045,60.844051153802,-10.373705840467,2.6731132590035e-05,2.6911286855291e-05,3.1775925205683e-08,20925659.41763213,3662.227391826472,9.762788633766146,20925659.73809776,0.01160525617014324,9.762788633766146,0.010027378440346,13.412640051102,-2.4431643197313e-09,3.296226,19.6964653,19.6964653,0.999150908,-3.14040393,9.76278923,-179.945145,-3.14040393,-0.153444626,0,1,-0.153444626,0,-2.9271035,-0.174,0.348,0,0.0116748551,0.0291871379,0.0332330392,0,0,0.0168738281,-1,143.066734,0,188.70185,-188.70185,360,30,0.5235,0.333853787,-2.59324971,0,0,0,-13.4126401,-7.54633473,-0.904548005,-12.5548484,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1826.47,3.32086,1.30063,29.7168,33.8817,-1.31806,11.6758,19.4484,515.506,129.997,129.997,2.62216158554455709e-05,-1.15047725998021408e-06,20925659.5750017427,-10.5675076344460912
2.50000013,-9.765031167518092,-16.60532210686537,5.924797544245282,6.996879148196255,4.098557809609277,0.3952130678344953,-9.769159361389264,-16.60594194242045,5.924971103172389,0.1228814069,316850.6719,10.1705196021,1525.15531705,6.40709807310059,-1.846713259362106,7.679727429767368,0.6483616965687746,5.462405235795668,-34.00296965678194,-32.8102021908184,-0.275783850322696,-1.055283245125448,1.032812594058968,0.03804874527243616,-0.7015353983991645,6.40709807310059,-1.846713259362106,7.679727429767368,8.081192097576432,1525.123114767048,-5.737619402441616,8.359221433074262,-0.8016293418480844,-5.737619402441613,-5.737623100731065,-0.8016293151600802,-8.359218897192942, 2095.714174,-10.78163861, 13.55492586,-10.78163861, 1505.010454, 3.980063409, 13.55492586, 3.980063409,  3150.41947,77.08053423,2479.992885,45.48950892694334,4.227431482480894,35.42694735521399,14.412764668465,14.412764666786,166.6333695586553,4.324143190098381,187.7431336987163,0.02953193045280737,-0.07139423690924582,0.9899361021677989,0.1185632390106744,0.7208729093478446,-0.1343202256541169,0.6791081432495175,0.03335349038397521,-0.720869866134379,0.1343821267827292,-0.6790958969460283,-0.03341919885069287,50.16219105257,-10.461519214373,2.5179126630043e-05,2.5348821154743e-05,-1.8292493225738e-07,20925660.39050953,3814.741483530337,9.195962879338378,20925660.73822264,-0.06680815071389851,9.195962879338378,0.01044518587536,14.412764666786,-1.5629013531043e-09,3.27973583,19.6964307,19.6964307,0.999114794,3.13432784,9.19619918,179.596985,3.13432784,-0.145407993,0,1,-0.145407993,0,-2.90830094,-0.174,0.348,0,-0.00252897426,-0.00632243565,-0.00309420868,0,0,0.0997089844,-1,142.287871,0,187.756963,-187.756963,360,30,0.5235,0.343102955,-2.56519799,0,0,0,-14.4127647,-8.15555687,-0.977491383,-9.33671028,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1829.14,3.32571,1.30068,29.708,33.383,-0.979451,9.50599,20.0865,523.906,129.996,129.996,2.46416654985812983e-05,-1.36668375557329945e-06,20925660.5891489908,-9.76915936138926533
2.600000136,-9.142232319902385,-15.78495688743571,5.948238945165595,5.373949700407531,12.34286485580565,0.08530160421757496,-9.146360269666777,-15.78553768851724,5.948520022202797,0.07187914109,242331.7222,7.7786775795,1525.12402711,6.346536421610264,-1.242395981465575,4.322701997621325,-1.764775802252458,6.612389948836089,-33.10187525916359,-32.38863719390312,-0.09071289018969046,-0.4098297610464017,0.3957513080519771,0.02285505327374567,-0.2324194828008666,6.346536421610264,-1.242395981465575,4.322701997621325,4.821373767485604,1525.105351288436,-5.806882682901382,5.110515236524326,-0.8188848576567815,-5.806882682901383,-5.806884801843666,-0.8188848215147116,-5.110512834641615, 2095.712825,-10.78163754, 13.55493189,-10.78163754, 1505.010361, 3.980073552, 13.55493189, 3.980073552, 3150.418178,77.08051983,2479.992422,45.4895084576681,4.227432272696381,35.42694287403492,15.08589939028,15.085899393351,165.6012167925408,5.763890791690056,186.7718468634267,0.0424024236993741,-0.06481138123843218,0.9887594303099273,0.1278917835498957,0.7291416783567137,-0.1362617214587624,0.6691753061197111,0.04460454940743398,-0.7291374466807102,0.1363251569924493,-0.6691623858424041,-0.04467367001512284,34.259246243035,-9.1905369421207,2.3597178023362e-05,2.3756211012793e-05,-4.0520142912576e-07,20925661.03528599,3967.252760828962,8.618201231867033,20925661.41135761,-0.1479883506488975,8.618201231867033,0.010862993310374,15.085899393351,-2.4073927641916e-09,3.26278368,19.6963956,19.6963956,0.999090488,3.12442274,8.61946548,179.029423,3.12442274,-0.138360942,0,1,-0.138360942,0,-2.89028648,-0.174,0.348,0,-0.0136384948,-0.0340962371,-0.0316036386,0,0,0.205553906,-1,141.500611,0,186.785605,-186.785605,360,30,0.5235,0.351901035,-2.53838544,0,0,0,-15.0858994,-8.78612894,-1.05301001,-6.16352284,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1830.79,3.32872,1.30071,29.6994,32.9202,-0.430929,6.6861,20.6995,531.692,129.996,129.996,2.30326994756541852e-05,-1.58866446967185753e-06,20925661.2759119086,-9.1463602696667774
2.700000141,-8.665084694221807,-14.31754066709824,5.950440655012142,4.145370611232372,16.63304102490876,-0.01674164025139549,-8.669209719881891,-14.3180837710974,5.950822105931972,0.04553195355,192870.3897,6.19105553317,1525.11518562,6.076492335066536,-0.5274491468635252,1.061700011376233,-3.517023131228046,7.67592966136911,-32.09512248045263,-31.97982727854715,0.03907786567701258,-0.2047832173870676,0.2245863339988136,0.01229422916702216,0.2033126632603598,6.076492335066536,-0.5274491468635252,1.061700011376233,1.602957612243233,1525.103185418181,-5.833845893358008,1.903213969098099,-0.8204799176003438,-5.833845893358013,-5.833846629166069,-0.820479896675413,-1.90321172267432, 2095.711457,-10.78163647,   13.554938,-10.78163647, 1505.010267, 3.980083838,   13.554938, 3.980083838, 3150.416867,77.08050521,2479.991952,45.48950798178974,4.227433074030903,35.42693832980167,15.436240646988,15.436240649436,164.6011972552008,7.074970123656397,185.8013431349072,0.05430005661443713,-0.05830879869830428,0.9874108317142066,0.1366434676795366,0.7366009610231038,-0.1378520766437666,0.6598088150391128,0.05539094494159801,-0.7365955045721826,0.1379170299028011,-0.6597952411931348,-0.05546345829224026,9.9108183830534,-4.8872583840431,2.2003040821768e-05,2.2151330133991e-05,-6.2993979879008e-07,20925661.35615761,4119.763085049104,8.035987883890661,20925661.7616991,-0.2300676816292215,8.035987883890661,0.011280800745389,15.436240649436,-5.785358408541e-09,3.24584519,19.69636,19.69636,0.999077838,3.1129708,8.03927462,178.373227,3.1129708,-0.132874391,0,1,-0.132874391,0,-2.87283284,-0.174,0.348,0,-0.0221510543,-0.0553776358,-0.0534668976,0,0,0.366622266,-1,140.71052,0,185.81503,-185.81503,360,30,0.5235,0.360270028,-2.51256282,0,0,0,-15.4362406,-9.40510571,-1.12716089,-3.03037261,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1831.62,3.33021,1.30073,29.6912,32.4909,0.345796,3.24129,21.2864,538.904,129.996,129.996,2.14134754460918625e-05,-1.81172971655059382e-06,20925661.6391756721,-8.66920971988189137
2.800000146,-8.303738521668016,-12.64716212053827,5.951669189238937,3.283026118696473,16.06333712749476,0.06654656516380024,-8.307858916558169,-12.64766873524928,5.952140348382198,0.04349754039,188512.2765,6.0511665842,1525.12384812,5.668309539371696,0.2905463523687632,-2.098205617375126,-4.548038737705468,8.674978100726968,-31.1612605737843,-31.64154512279186,0.111671921554078,-0.405839710984981,0.4699653951120628,0.006256783379636496,0.5179406059802067,5.668309539371696,0.2905463523687632,-2.098205617375126,-1.574933636179813,1525.111769607603,-5.861901130535846,-1.263560188786643,-0.8112630984628487,-5.861901130535846,-5.861900677564766,-0.8112631172855783,1.2635622781206, 2095.710072,-10.78163538, 13.55494418,-10.78163538, 1505.010172, 3.980094255, 13.55494418, 3.980094255,  3150.41554,77.08049042,2479.991476,45.48950749981127,4.227433885637432,35.4269337273176,15.467923481017,15.46792348513,163.6252659145508,8.21515705241293,184.8498871575987,0.06482580741412088,-0.05196345080438937,0.9859494600276977,0.144917482536437,0.7430104343481452,-0.1392158499817313,0.6513326489312851,0.06572839568862159,-0.7430037202895902,0.1392823435557194,-0.6513184330445494,-0.06580424899539425,-20.312751496595,2.7521111199709,2.0402327310746e-05,2.0539828627249e-05,-8.5351135268479e-07,20925661.35725919,4272.273775244872,7.451372592026547,20925661.79338215,-0.3117208641696902,7.451372592026547,0.011698608180403,15.46792348513,-7.438569675176e-09,3.22923915,19.6963239,19.6963239,0.999076694,3.09978301,7.45788446,177.617567,3.09978301,-0.12945614,0,1,-0.12945614,0,-2.85579963,-0.174,0.348,0,-0.0285919389,-0.0714798471,-0.0700181288,0,0,0.472467187,-1,139.921583,0,184.863503,-184.863503,360,30,0.5235,0.368230858,-2.48756877,0,0,0,-15.4679235,-9.98307238,-1.19642451,0.0671377661,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1831.77,3.33049,1.30073,29.6833,32.093,1.32431,-0.612707,21.8384,545.582,129.996,129.996,1.97900131719979554e-05,-2.03263576490707314e-06,20925661.6829070896,-8.30785891655816933
2.900000151,-7.980305936886251,-11.1644136529344,5.965388176093745,3.223162478196359,13.27325662443115,0.2400141276694439,-7.98442076848308,-11.16488473527474,5.965938217740216,0.06548663895,231304.8735,7.42474096272,1525.14243155,5.181393553755597,1.20581411027806,-5.179377523991463,-5.109655612318251,9.619017915856485,-30.45896188309014,-31.47105943701739,0.12431418011733,-0.8011437224450151,0.8963315692252117,0.0006324775410549782,0.6206035711602942,5.181393553755597,1.20581411027806,-5.179377523991463,-4.730793128948758,1525.123601691853,-5.920783643782273,-4.408301686599133,-0.7987337772507236,-5.920783643782272,-5.92078218833707,-0.7987338598800212,4.408303626433336,  2095.70867,-10.78163427, 13.55495044,-10.78163427, 1505.010075, 3.980104794, 13.55495044, 3.980104794, 3150.414198,77.08047544,2479.990994,45.48950701218627,4.227434706752207,35.42692907091387,15.184191271663,15.184191272253,162.669386504849,9.185622309538745,183.9230095437217,0.07397314281108472,-0.04578571154435958,0.9844205494173636,0.152799949757333,0.7483974639247637,-0.1404212742109801,0.6437834128955909,0.07567046332917339,-0.7483894586738571,0.1404893442983342,-0.6437685617589246,-0.0757495952155573,-44.98885121633,9.3465112843749,1.8790138564681e-05,1.8916774550166e-05,-1.0739532742167e-06,20925661.04183393,4424.78554198981,6.862566190135905,20925661.50965014,-0.3922310314027139,6.862566190135905,0.012116415615418,15.184191272253,-2.4073927641916e-09,3.21306209,19.6962874,19.6962874,0.999086939,3.08449961,6.87376104,176.741828,3.08449961,-0.128562473,0,1,-0.128562473,0,-2.83911639,-0.174,0.348,0,-0.0342489771,-0.0856224427,-0.0842181633,0,0,0.578312109,-1,139.147837,0,183.936558,-183.936558,360,30,0.5235,0.375803435,-2.46331295,0,0,0,-15.1841913,-10.4937802,-1.25766023,3.1506434,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1831.38,3.32979,1.30071,29.6759,31.722,2.42748,-4.51942,22.343,551.806,129.995,129.995,1.81572605163554287e-05,-2.24967215761812647e-06,20925661.4103564881,-7.9844207684830808
3.000000156,-7.656398614668236,-9.961299539092003,6.003247286022209,3.25166921426197,10.66662484762145,0.5823795545782766,-7.660507367345634,-9.961735708013052,6.003867134038077,0.1113329695,301594.0287,9.6808403248,1525.16917826,4.661711656842844,2.212540273706454,-8.190957169953251,-5.180289801582266,10.50109099700143,-29.764839894059,-31.21186006273239,0.1450566317395308,-1.450555819974653,1.590177438702859,-0.009583026607118426,0.7565994255468085,4.661711656842844,2.212540273706454,-8.190957169953251,-7.865923863913586,1525.136971628301,-6.030532084316947,-7.532313811505033,-0.7846023319876525,-6.030532084316947,-6.030529813798907,-0.7846025016765532,7.532315611654325, 2095.707253,-10.78163316, 13.55495677,-10.78163316, 1505.009978, 3.980115446, 13.55495677, 3.980115446,  3150.41284,77.08046031,2479.990507,45.48950651930043,4.227435536725706,35.42692436427381,14.586943201721,14.586943201363,161.7350140636058,10.01127555195459,183.0173312361113,0.08195505749027847,-0.03973920719435742,0.982852859525963,0.1603259819398173,0.7529329957560946,-0.1414674575920097,0.6370308330880777,0.08526769634108509,-0.7529236645237324,0.1415371362806222,-0.6370153553219247,-0.08535005294501452,-60.354538565243,13.211623262436,1.7155446568121e-05,1.727106556356e-05,-1.2907664347971e-06,20925660.41178098,4577.29856108729,6.265541035241104,20925660.91240226,-0.4714158871947421,6.265541035241104,0.012534223050432,14.586943201363,7.4761032800787e-09,3.19725502,19.6962505,19.6962505,0.999108505,3.0664947,6.28324614,175.710146,3.0664947,-0.130760323,0,1,-0.130760323,0,-2.82280851,-0.174,0.348,0,-0.0398977615,-0.0997444037,-0.0983267716,0,0,0.743982422,-1,138.399091,0,183.030813,-183.030813,360,30,0.5235,0.383006691,-2.43980182,0,0,0,-14.5869432,-10.9137059,-1.30805274,6.22426287,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1830.57,3.32831,1.30069,29.669,31.3747,3.56495,-8.1443,22.8204,557.627,129.995,129.995,1.65037520318319943e-05,-2.46243979158199968e-06,20925660.8235084116,-7.66050736734563387
3.100000162,-7.3327357855436,-8.992428945275007,6.086168123009331,3.196623719428582,8.61749433400778,1.167451451850624,-7.336838153843403,-8.992830395329216,6.08685055662606,0.1808170579,384356.4781,12.3371569146,1525.20506532,4.16204861832745,3.304130274689411,-11.13398020304169,-4.706460012282481,11.3138156533309,-29.09820952501635,-30.85145599191543,0.1758294817336463,-2.457827383112504,2.657177616509317,-0.02656472489329279,0.9101372639976457,4.16204861832745,3.304130274689411,-11.13398020304169,-10.96988279877978,1525.152920510534,-6.222700016233716,-10.62515323663878,-0.7678306721369568,-6.222700016233721,-6.222697126169942,-0.7678309509279098,10.62515490907866, 2095.705822,-10.78163203, 13.55496316,-10.78163203,  1505.00988, 3.980126204, 13.55496316, 3.980126204,  3150.41147,77.08044503,2479.990015,45.48950602150343,4.227436374969177,35.42691961073612,13.678768891841,13.678768894337,160.8238120738301,10.71728233906312,182.1262497023687,0.08899228891538849,-0.03376748446492396,0.9812637520492938,0.1675159049781644,0.756785391220038,-0.142328854200209,0.630931101184908,0.09457438583247241,-0.7567746968523184,0.142400166037908,-0.6309150100391662,-0.09465992300724223,-69.503503642645,15.534551060469,1.5480241007471e-05,1.5584569972942e-05,-1.5033707870079e-06,20925659.46968987,4729.813038105273,5.653719398858915,20925660.00422812,-0.5490635822841503,5.653719398858915,0.012952030485446,13.678768894337,-4.0963755863663e-09,3.18170271,19.6962133,19.6962133,0.999141298,3.04478079,5.68031437,174.465939,3.04478079,-0.136921927,0,1,-0.136921927,0,-2.80690504,-0.174,0.348,0,-0.0455532955,-0.113883239,-0.112478413,0,0,0.793069922,-1,137.673638,0,182.139665,-182.139665,360,30,0.5235,0.38985864,-2.4170464,0,0,0,-13.6787689,-11.2217705,-1.34507746,9.28007745,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1829.4,3.32619,1.30064,29.6626,31.0496,4.66846,-11.292,23.2718,563.073,129.995,129.995,1.4811034886590752e-05,-2.67038638233152258e-06,20925659.9250446334,-7.3368381538434031
