Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,propulsion/tank[0]/contents-volume-gal,propulsion/tank[1]/contents-volume-gal,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/delta-aileron-pos,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
1.000000052,7.608311757570902,-144.928316618261,-6.54664530866116,-12.01340027526881,37.01004196798019,-5.739988287114016,7.604207555871479,-144.9289777426463,-6.547063335468971,0.1343843902,331354.7173,10.6356276422,1526.40629461,-8.947891576533346,-0.8626419484422151,-5.683982806684071,-8.828089595475461,-0.4399348711468194,-12.80634435996312,-36.04648575096761,-0.4940544017201524,-2.008762787373837,2.4165100256666,-0.005954609329356573,-3.638984758439397,-8.947891576533346,-0.8626419484422151,-5.683982806684071,-4.882574076821385,1526.368954053168,9.49488242078006,-4.771236429359499,0.4461906475972841,9.494882420780064,9.494884029634667,0.4461907509354655,4.771233218032517, 2095.730739,-10.78165165, 13.55485188,-10.78165165, 1505.011593, 3.979938825, 13.55485188, 3.979938825, 3150.435336,77.08071115,2479.998577,45.48951468902815,4.227421779670544,35.42700237821891,12.627948753536,12.627948751825,177.591310821015,-5.426460127541669,189.3405233956074,-0.04887892070909749,-0.08032033102666929,0.9954235566170531,0.01707156893600439,0.6693082557300006,-0.0688664733525767,0.7384332497365009,-0.04472363293867729,-0.669309885934578,0.06889339700908478,-0.738430738334327,0.04469922954382658,-147.57500017076,-4.6522967718278,1.9190731679025e-05,1.9320067474439e-05,1.2409449347927e-06,20925658.89773848,1526.376413572595,7.008870628768526,20925658.95340757,0.453219952780314,7.008870628768526,0.0041780743501439,12.627948751825,-1.598672908644e-09,3.30761554,19.6968619,19.6968619,0.999179243,-3.07701879,7.02350453,-176.313177,-3.07701879,-0.101449026,0,1,-0.101449026,0,-3.0995531,-0.174,0.348,0,-0.308533954,-0.771334886,-0.776541531,0,0,0,-1,157.25509,0,189.35447,-189.35447,360,30,0.5235,0.141599039,-2.95795406,0,0,0,-12.6279488,-6.33532304,-0.759438744,4.01179447,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,5,0.166666667,1462.42,2.65895,1.30059,29.8518,46.4649,-1.37198,9.24193,6.641,302.482,129.999,129.999,1.8765868651728456e-05,1.64521716923423538e-07,20925658.6906664036,7.60420755587148012
1.100000057,6.409912545084689,-140.7932451164834,-7.068922307040681,-11.75861214938589,47.51920452349652,-4.579553834597213,6.405841493456308,-140.7939538906153,-7.068305475359004,0.1842526478,387996.9094,12.4534993647,1526.35582928,-10.3247039835646,-0.9399235492347546,-6.899759256678762,-18.45052226732021,-1.11490793490203,-11.04096250492728,-36.44943570269841,-0.8208971013112482,-3.978732234212489,3.352691376097893,-0.006763360156349865,-4.829844313778787,-10.3247039835646,-0.9399235492347546,-6.899759256678762,-8.50606148828075,1526.304394751277,9.201035008061817,-8.383595507020509,0.3820046882585563,9.201035008061814,9.201038212698457,0.3820048865342942,8.383591980880972, 2095.729938,-10.78165102, 13.55485546,-10.78165102, 1505.011538, 3.979944849, 13.55485546, 3.979944849, 3150.434569,77.0807026,2479.998302,45.48951441058943,4.227422248535233,35.42699971936614,11.970547102392,11.970547104889,178.3073732094143,8.899817943329074,189.5092325157062,0.07609147352835109,-0.08377167726244748,0.9933513709387486,0.0211056295577556,0.7562104119022116,-0.07415945404591807,0.648600548161356,-0.04431159251355223,-0.7562121884828621,0.07418546717144789,-0.6485975733535813,0.04428126342325722,-146.24611526687,-4.3284952473019,2.1754749978149e-05,2.1901365960724e-05,1.3550705005988e-06,20925658.22864628,1679.010361001102,7.945305365011287,20925658.29600558,0.4949010643280013,7.945305365011287,0.0045958817851583,11.970547104889,-1.700475308834e-11,3.31056007,19.6968411,19.6968411,0.999202983,-3.07938453,7.96069918,-176.448734,-3.07938453,-0.106759297,0,1,-0.106759297,0,-3.11205074,-0.174,0.348,0,-0.287593497,-0.718983743,-0.724178643,0,0,0,-1,157.654363,0,189.523192,-189.523192,360,30,0.5235,0.160224595,-2.95182615,0,0,0,-11.9705471,-6.90519522,-0.827796836,7.55579514,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,5.5,0.183333333,1527.44,2.77716,1.30056,29.841,45.142,-2.07724,11.17,7.67557,324.935,129.999,129.999,2.11724469792944483e-05,2.58939011141550032e-07,20925658.0906500779,6.40584149345630749
1.200000063,5.289507521794487,-135.3598661655559,-7.46864170513829,-10.31092757292032,63.28312232655078,-3.298838023504829,5.285712359403129,-135.3606138034917,-7.467062438411413,0.2617278269,462434.7535,14.8423612199,1526.27286327,-12.58092398857219,-1.088233736930645,-7.799473412269593,-26.22466575304412,-1.856266621224815,-6.73658655899586,-36.8991014667835,-1.303637250052943,-6.696380525121786,4.471287670201083,-0.006494462752600332,-6.973812428030604,-12.58092398857219,-1.088233736930645,-7.799473412269593,-12.17398723204949,1526.199659223729,8.674524290489625,-12.04039797406632,0.2777256576742717,8.674524290489629,8.674529411990218,0.277725961646088,12.04039427725978, 2095.729082,-10.78165035, 13.55485928,-10.78165035, 1505.011479, 3.979951295, 13.55485928, 3.979951295, 3150.433748,77.08069345,2479.998008,45.48951411260713,4.227422750309502,35.4269968738887,10.949725907296,10.949725910722,179.0153352916752,22.75559678198764,189.9286171319154,0.1958012363892656,-0.08652020591166207,0.9764874615242598,0.02546305722700836,0.8289334057533412,-0.07918412253077581,0.5520283464748765,-0.04317393025208108,-0.8289352939356127,0.07920827518135129,-0.5520248814279575,0.04313766214254468,-148.2033882074,-4.2046679021128,2.4208170993652e-05,2.4371321797705e-05,1.446488911387e-06,20925657.1950219,1831.635973795615,8.841347369339383,20925657.27518402,0.5282890200512266,8.841347369339383,0.0050136892201727,10.949725910722,1.7435211801657e-09,3.31787971,19.6968188,19.6968188,0.999239847,-3.08191152,8.85711183,-176.59353,-3.08191152,-0.116605924,0,1,-0.116605924,0,-3.12440701,-0.174,0.348,0,-0.267843992,-0.66960998,-0.674299397,0,0,0,-1,158.424499,0,189.942608,-189.942608,360,30,0.5235,0.177941771,-2.94646524,0,0,0,-10.9497259,-7.34073326,-0.880084201,11.1603101,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6,0.2,1583.02,2.87823,1.30051,29.8303,43.8928,-3.45173,14.3206,8.72058,346.12,129.999,129.999,2.3516858124337725e-05,3.34146365937541813e-07,20925657.1377915628,5.28571235940312967
1.300000068,4.376461295555526,-128.1223446986916,-7.739298893602841,-7.478773544188553,84.04123786743479,-2.027909787852998,4.373138708538744,-128.1231228526302,-7.736888251485437,0.3670890033,547667.2922,17.577411129,1526.14017904,-15.49107567408429,-1.313673109731879,-8.201598589259778,-31.43806546815086,-2.657836613888614,-1.431864724966889,-37.18162144043566,-1.97501779068583,-10.32487626279544,5.57788693908314,-0.004223065046642511,-10.20819613054065,-15.49107567408429,-1.313673109731879,-8.201598589259778,-15.88051866621924,1526.037456658766,7.831734619854893,-15.73581405939125,0.1160634792600137,7.831734619854893,7.831741940334283,0.1160638917528068,15.73581041293479, 2095.728172,-10.78164963, 13.55486335,-10.78164963, 1505.011416, 3.979958138, 13.55486335, 3.979958138, 3150.432877,77.08068374,2479.997696,45.48951379622449,4.227423283068156,35.42699385270402,9.5611547604203,9.5611547623908,179.8608116293959,35.98331714318763,190.6520869562879,0.3074375205888532,-0.08865775787241932,0.9469596934943211,0.02982133129750366,0.8869928821117272,-0.08377736363064878,0.4522102577629656,-0.0416036440733485,-0.8869948530760723,0.08379879773747441,-0.452206286312678,0.04156160167278383,-152.10145531371,-4.2860788546859,2.6476214073358e-05,2.6654650350269e-05,1.5019303136008e-06,20925655.79253561,1984.24839714955,9.669685090032198,20925655.8866125,0.5485373822500553,9.669685090032198,0.0054314966551871,9.5611547623908,1.6719780690863e-09,3.33050664,19.6967951,19.6967951,0.999289993,-3.08492585,9.68522672,-176.766251,-3.08492585,-0.132247189,0,1,-0.132247189,0,-3.13916336,-0.174,0.348,0,-0.251513611,-0.628784027,-0.632376798,0,0,0,-1,159.821663,0,190.666131,-190.666131,360,30,0.5235,0.194794868,-2.94436849,0,0,0,-9.56115476,-7.61992265,-0.913662166,14.8221482,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1630.27,2.96412,1.30045,29.8197,42.7153,-6.25733,19.7345,9.76619,366.074,129.999,129.999,2.57269958132936556e-05,3.77789618214247866e-07,20925655.8215656094,4.37313870853874409
1.400000073,3.810516924565452,-118.5736805590766,-7.892638054725651,-3.275889971584125,109.9031804515676,-0.9987293749883749,3.807800560672229,-118.5744804270415,-7.8895659411384,0.500479308,639486.3466,20.5234850607,1525.93786098,-18.79097601310259,-1.622307168225693,-8.092019461507212,-34.03033226382746,-3.523062592882141,3.109578867985782,-37.0368126505667,-2.853385318038283,-14.92870420263749,6.477767850140087,0.001000150444223628,-14.57510924044462,-18.79097601310259,-1.622307168225693,-8.092019461507212,-19.59636423745329,1525.797848657695,6.577470022682719,-19.44055599183791,-0.1229222006399606,6.577470022682719,6.577479744082019,-0.1229216906711132,19.44055270594532, 2095.727213,-10.78164887, 13.55486763,-10.78164887,  1505.01135, 3.979965355, 13.55486763, 3.979965355, 3150.431958,77.08067349,2479.997366,45.48951346254651,4.227423844950605,35.4269906663632,7.8022197559476,7.8022197592798,-178.9242675425455,48.37244546228786,191.8420750976543,0.4083833493008774,-0.09027275325074642,0.9077087492618648,0.03374457805023506,0.9306177363632742,-0.08769349058454702,0.3530761424996211,-0.03997146573220408,-0.9306197754866576,0.08771151317407733,-0.3530716657422802,0.03992396247679075,-156.70168045246,-4.5337536574313,2.8459394989287e-05,2.865119691764e-05,1.5029952151161e-06,20925654.0185745,2136.840902853187,10.39398471038949,20925654.12767715,0.5489262611374801,10.39398471038949,0.0058493040902015,7.8022197592798,3.360960891261e-09,3.35127585,19.6967701,19.6967701,0.999353517,-3.08882975,10.4084656,-176.989945,-3.08882975,-0.1569203,0,1,-0.1569203,0,3.12281758,0.174,0.348,0,0.106959537,0.267398842,0.265424677,0,0,0,-1,-151.721636,0,191.856206,-191.856206,360,30,0.5235,0.210826029,3.33364361,0,0,0,-7.80221976,-7.72249633,-0.926097033,18.5144557,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1670.16,3.03665,1.30037,29.8095,41.6069,-9.55612,22.6742,10.8039,384.841,129.999,129.999,2.76998424021907558e-05,3.71802633260608906e-07,20925654.1331907362,3.8078005606722285
1.500000078,1.171669897608665,134.048680662081,-6.416414058304034,14.68883127641093,-35.29694608948073,3.38234554763268,1.168723912162607,134.047857711761,-6.413567968710058,0.2129367219,417127.7076,13.3867328433,1525.44637273,-11.78233758231399,-1.70307660431185,-6.122145652771046,-5.329318510673996,-2.194011407951686,-54.84853525761754,-33.57539226953163,-0.8617557390589027,-4.469326243377933,2.335657651233179,0.006768605375601154,-4.141374306839792,-11.78233758231399,-1.70307660431185,-6.122145652771046,-12.77291390735345,1525.386338670385,4.472866408749551,-12.60602733301791,-0.5349366188547486,4.472866408749552,4.472873026039681,-0.5349363123579326,12.60602499807746, 2095.726207,-10.78164808, 13.55487213,-10.78164808, 1505.011281, 3.979972922, 13.55487213, 3.979972922, 3150.430995,77.08066275,2479.99702,45.4895131126348,4.227424434169114,35.42698732500417,6.4280653744936,6.4280653756444,-178.1269840067647,43.72462508225298,192.6578290945919,0.3717306510869738,-0.09624502528606935,0.9229728673027663,0.02596737131572162,0.9154937403891612,-0.08641720607782527,0.389786867826564,-0.04969381724040253,-0.915496456817865,0.08643852372967821,-0.3897821410118407,0.04964374802122159,-152.54344673824,-7.3090471091797,2.987497137215e-05,3.007631358268e-05,1.3930617093211e-06,20925652.62828581,2289.392885879628,10.91098301249849,20925652.75352251,0.5087761409516295,10.91098301249849,0.0062671115252159,6.4280653756444,2.5522410357134e-09,3.36551345,19.696744,19.696744,0.999403146,-3.09499668,10.9228352,-177.34331,-3.09499668,-0.177324821,0,1,-0.177324821,0,3.10890236,0.174,0.348,0,0.155698978,0.389247444,0.39509256,0,0,0,-1,-154.532265,0,192.672021,-192.672021,360,30,0.5235,0.22607534,3.3349777,0,0,0,-6.42806538,-7.65692573,-0.918338896,11.6876861,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1703.62,3.0975,1.3003,29.7992,40.5656,-1.6007,-14.341,11.8262,402.465,129.998,129.998,2.91224445933871029e-05,2.59464035933641319e-07,20925652.7266729735,1.16872391216260696
1.600000083,2.574280301487274,129.9446576040455,-5.993107758229217,13.01400848486014,-48.24904792344139,5.244549354437396,2.570770016868159,129.9438071378906,-5.99100754093891,0.3212751431,512375.1755,16.4429146894,1525.37115917,-11.27590849163913,-1.949507012082659,-11.8077412565116,15.54906614829243,-2.745811916013574,-57.53091093106971,-33.54124085963638,-1.254705340540429,-6.290699196766262,4.843979915651893,0.01261386365142278,-4.413095101549085,-11.27590849163913,-1.949507012082659,-11.8077412565116,-16.13028403767807,1525.280794725468,3.9350224554884,-15.95229071069147,-0.6398928340697566,3.935022455488399,3.935031153142583,-0.6398924907443913,15.95228857897171, 2095.725157,-10.78164725, 13.55487682,-10.78164725, 1505.011209, 3.979980818, 13.55487682, 3.979980818,  3150.42999,77.08065154,2479.99666,45.48951274750284,4.227425049017065,35.42698383830489,5.0001207888126,5.0001207893575,-177.8223477715175,30.48383445076057,192.8563996934809,0.2632477416507832,-0.1030360935378097,0.959144694605581,0.01120913708529025,0.8643621157931244,-0.08078356488574936,0.4920732179343654,-0.06493147632467347,-0.8643659022248625,0.08081227078571782,-0.4920685044324494,0.0648810519879849,-133.68017478681,-6.8091263634394,3.1030204324727e-05,3.1239332235957e-05,1.2331203580248e-06,20925651.18309694,2441.926578530659,11.33289819562483,20925651.32557769,0.4503620838007167,11.33289819562483,0.0066849189602303,5.0001207893575,3.360960891261e-09,3.36897916,19.6967166,19.6967166,0.999454721,-3.1018742,11.3418405,-177.737391,-3.1018742,-0.187668047,0,1,-0.187668047,0,3.10358545,0.174,0.348,0,0.130990479,0.327476199,0.333365044,0,0,0,-1,-154.250308,0,192.870606,-192.870606,360,30,0.5235,0.240580933,3.34416638,0,0,0,-5.00012079,-7.47355044,-0.896452366,15.0558362,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1731.48,3.14815,1.30023,29.7892,39.5885,-1.52137,-15.4774,12.8272,418.994,129.998,129.998,3.03201568789294479e-05,1.09726110568308975e-07,20925651.215670649,2.57077001686815887
1.700000089,3.752581049132452,124.4850263393967,-5.387394468052779,10.13072825699068,-61.93642005541313,6.957495313186752,3.74870177409029,124.4841479242364,-5.386115438964796,0.4550533398,609800.5036,19.5686198642,1525.26257157,-8.688491814115917,-2.250084689217095,-17.38902275222592,35.70604087352419,-3.273394755131917,-52.8532491425028,-33.33552891271774,-1.664860083052954,-8.046440326474279,7.478555399631047,0.02202988289842968,-3.586958358659101,-8.688491814115917,-2.250084689217095,-17.38902275222592,-19.47550860834951,1525.13483609705,3.216910857587278,-19.28641598297042,-0.7851919868411879,3.21691085758728,3.21692170626967,-0.7851916371162418,19.28641418768074, 2095.724067, -10.7816464, 13.55488169, -10.7816464, 1505.011134, 3.979989021, 13.55488169, 3.979989021, 3150.428945,77.08063989,2479.996285,45.48951236812572,4.227425687852549,35.42698021557635,3.2380133457482,3.2380133460196,-177.4830162949839,17.71584298242229,192.9138073134017,0.1554115190770444,-0.1077272807884017,0.9819490926129828,-0.004251144392044983,0.8042355662761402,-0.0731686607661034,0.5844500962965743,-0.07918071707881923,-0.8042404725881059,0.07320488658458518,-0.5844455599621903,0.07913086800914035,-116.54918170555,-6.6027213612338,3.2013341744653e-05,3.2229095524037e-05,1.0389573369336e-06,20925649.40263493,2594.447710314465,11.69196014780328,20925649.56347005,0.3794495393697457,11.69196014780328,0.0071027263952447,3.2380133460196,-7.5418149755662e-10,3.36998111,19.6966882,19.6966882,0.999518368,-3.10915015,11.698114,-178.154304,-3.10915015,-0.195945958,0,1,-0.195945958,0,3.097663,0.174,0.348,0,0.11001927,0.275048175,0.279790057,0,0,0,-1,-153.797115,0,192.928018,-192.928018,360,30,0.5235,0.254379078,3.35204208,0,0,0,-3.23801335,-7.15556537,-0.858436146,18.427978,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1754.46,3.18994,1.30015,29.7796,38.6726,-1.46092,-16.0815,13.8019,434.476,129.998,129.998,3.13893336705366223e-05,-6.11817629142336512e-08,20925649.3783031441,3.74870177409028971
1.800000094,87.55226656970035,87.41356967119583,-16.32051137228494,-41208.95256684952,-1955.286340545948,4954.100951518476,87.54820855583775,87.41269778016242,-16.32003321648268,0.1275094585,322800.7024,10.358330834,1525.0407777,-1.354323874073445,-1.047317687732816,-10.21586756825133,199.5393752087205,-28.883037952609,1036.732782667774,1051.239814979018,-33.01541197059948,-56.98723865455359,187.3608417700008,-12.6548776949521,1069.070761922682,-1.354323874073445,-1.047317687732816,-10.21586756825133,-10.51145043883446,1525.004508182422,0.364817749863184,-10.31125943400323,-0.9164357920971881,0.3648177498631837,0.3648236495021605,-0.916435645083768,10.31125923833537, 2095.722938,-10.78164551, 13.55488673,-10.78164551, 1505.011056, 3.979997511, 13.55488673, 3.979997511, 3150.427864,77.08062783,2479.995897,45.48951197543268,4.2274263491108,35.42697646569206,1.5908252447844,1.5908252442183,-179.5807155838328,6.631095992279001,192.0938971420771,0.05789755447057935,-0.1049558773954461,0.9927870292303069,0.002459995638149412,0.7429463836560111,-0.07595447620810288,0.6610664741808395,-0.07247554946684667,-0.7429511385566299,0.07599786120153133,-0.6610614879379425,0.07242679045404034,-97.551702025897,-5.803019713362,3.2562613271728e-05,3.2782068881605e-05,8.1689812383045e-07,20925647.73598201,2746.95864307147,11.89256497335418,20925647.91628184,0.2983487207612565,11.89256497335418,0.0075205338302591,1.5908252442183,-2.4073927641916e-09,3.35567098,19.6966589,19.6966589,0.999577867,-3.11651092,11.8963058,-178.576076,-3.11651092,-0.18899659,0,1,-0.18899659,0,3.13427476,0.174,0.348,0,-2.01707458,-5.04268645,-3.43166215,0,0,0,-1,-12936.2565,0,192.108047,-192.108047,360,30,0.5235,0.267504278,3.40177904,0,0,0,-1.59082524,-6.69493526,-0.803285727,9.50797351,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1773.25,3.22409,1.30007,29.7702,37.8153,-2.68169,-13.7969,14.7462,448.959,129.998,129.998,3.20432988180213165e-05,-2.75576278734412805e-07,20925647.6871650107,87.5482085558377463
1.900000099,-17.32533494011923,24.48783963240702,3.886342686017147,17.72619204317311,-193.5099497498016,7.889450924569728,-17.32942468570434,24.48698597966081,3.886382201740835,0.9669422566,888907.041,28.5252972612,1526.30809986,2.255756333112596,-2.27627460817425,28.34471240127209,4.204636197700147,-5.585324652262178,-33.26642333731775,-33.30146062151147,-3.58266226481679,-17.0836387276972,17.41434177317417,0.1086015794077854,-1.611948009741489,2.255756333112596,-2.27627460817425,28.34471240127209,28.27544214306285,1526.045457950699,-1.474904325711645,28.48689277187231,0.1190851412661072,-1.474904325711646,-1.47492054717707,0.1190848237250704,-28.48689193333133, 2095.721773,-10.78164459, 13.55489193,-10.78164459, 1505.010976, 3.980006269, 13.55489193, 3.980006269, 3150.426748,77.0806154,2479.995497,45.48951157034732,4.227427031236542,35.42697259747175,3.3741764463484,3.3741764457419,174.5717932904089,1.681936594647858,191.6835603528993,0.009765455170788384,-0.1023480014202808,0.9935130555097631,0.04859352860449545,0.7094252365868162,-0.1067317724979891,0.6956143965946691,-0.0380101786816611,-0.7094278680433159,0.1067799609960272,-0.6956070010717366,0.03796103308904473,85.449821762957,-4.5769809369378,3.2407873597616e-05,3.2626286321301e-05,6.3867131350208e-07,20925649.49875474,2899.486035544966,11.83605173325094,20925649.69963308,0.2332564857852653,11.83605173325094,0.0079383412652735,3.3741764457419,-3.2876557308187e-09,3.34850925,19.6966285,19.6966285,0.99951345,-3.12188792,11.838348,-178.884178,-3.12188792,-0.187211859,0,1,-0.187211859,0,-3.04685257,-0.174,0.348,0,0.130986832,0.32746708,3.24460891,0,0,0,-1,147.145195,0,191.69768,-191.69768,360,30,0.5235,0.279989355,-2.76686322,0,0,0,-3.37417645,-6.26904407,-0.75207376,-29.2389657,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1788.37,3.25159,1.30016,29.7614,37.029,-0.921531,14.832,15.6418,462.271,129.998,129.998,3.19529553583627543e-05,-5.0370694532943455e-07,20925649.4851878956,-17.3294246857043426
2.000000104,-15.6308014786802,7.926401230170323,4.590983544366543,16.06468993763117,-134.9083540710791,6.053201763472457,-15.63489656323107,7.925578913092825,4.59088165913778,0.761027458,788579.3093,25.3073797014,1525.93971616,2.941213032843863,-2.704549822532542,24.98996085439873,9.317969106730482,-2.986913591495972,-33.88583290138888,-33.91010113265976,-2.67936183975934,-12.71582404262064,12.99349811162254,0.1125128714253624,-1.711867538700267,2.941213032843863,-2.704549822532542,24.98996085439873,24.91042084772661,1525.733504696209,-2.959886788175252,25.13295392234222,-0.1927814568891064,-2.95988678817525,-2.959900826950324,-0.1927817343408338,-25.13295226687536, 2095.720576,-10.78164365, 13.55489728,-10.78164365, 1505.010894, 3.980015274, 13.55489728, 3.980015274, 3150.425601,77.08060261,2479.995085,45.48951115378745,4.227427732684298,35.42696861967956,6.0666639357805,6.066663931727,172.9157834892144,0.004268005282031836,191.438861947379,-0.006120040029482545,-0.09946911236034132,0.9931207725718733,0.06147822283157498,0.6979151085031309,-0.1138069485253982,0.7065697590797732,-0.02686364354199715,-0.6979170655754318,0.1138584721048431,-0.7065614582671927,0.02681275069564993,83.287409578055,-6.134802482593,3.1790050743228e-05,3.200429962471e-05,6.3250873988924e-07,20925652.16954291,3052.076428023509,11.6104110465737,20925652.39212069,0.2310058112199779,11.6104110465737,0.0083561487002879,6.066663931727,-4.0248324752869e-09,3.34423846,19.6965974,19.6965974,0.999416199,-3.12169884,11.6127055,-178.873344,-3.12169884,-0.182751992,0,1,-0.182751992,0,-3.01794975,-0.174,0.348,0,0.101164494,0.252911234,0.26014502,0,0,0,-1,146.218917,0,191.452964,-191.452964,360,30,0.5235,0.291865526,-2.72608422,0,0,0,-6.06666393,-6.12690672,-0.734857107,-25.8678094,0,0,0,-0,0.0299999993,0.0120404997,0.002,0,0,0,0,0,0,0,0,0,6.00000009,0.200000003,1800.47,3.27359,1.30029,29.7528,36.2996,-1.21857,15.0896,16.4964,474.644,129.998,129.998,3.13507862185109527e-05,-5.21215962416350967e-07,20925652.1814576052,-15.6348965632310666
