Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),F_{Drag} (lbs),F_{Side} (lbs),F_{Lift} (lbs),L/D,F_{Aero x} (lbs),F_{Aero y} (lbs),F_{Aero z} (lbs),F_{Prop x} (lbs),F_{Prop y} (lbs),F_{Prop z} (lbs),F_{Gear x} (lbs),F_{Gear y} (lbs),F_{Gear z} (lbs),F_{Ext x} (lbs),F_{Ext y} (lbs),F_{Ext z} (lbs),F_{Buoyant x} (lbs),F_{Buoyant y} (lbs),F_{Buoyant z} (lbs),F_{Weight x} (lbs),F_{Weight y} (lbs),F_{Weight z} (lbs),F_{Total x} (lbs),F_{Total y} (lbs),F_{Total z} (lbs),L_{Aero} (ft-lbs),M_{Aero} (ft-lbs),N_{Aero} (ft-lbs),L_{Aero MRC} (ft-lbs),M_{Aero MRC} (ft-lbs),N_{Aero MRC} (ft-lbs),L_{Prop} (ft-lbs),M_{Prop} (ft-lbs),N_{Prop} (ft-lbs),L_{Gear} (ft-lbs),M_{Gear} (ft-lbs),N_{Gear} (ft-lbs),L_{ext} (ft-lbs),M_{ext} (ft-lbs),N_{ext} (ft-lbs),L_{Buoyant} (ft-lbs),M_{Buoyant} (ft-lbs),N_{Buoyant} (ft-lbs),L_{Total} (ft-lbs),M_{Total} (ft-lbs),N_{Total} (ft-lbs),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft
10.00000052,-4.628491329163274e-13,-4.500093552683232e-22,4.08914165861468e-19,-2.458301352056914e-42,-3.783181402909369e-23,-1.651619219034051e-26,0.004178074132240403,-6.765032078173499e-22,9.277185735893771e-19,105.4526908,1808046.452,320.689345568,1559.83897192,-4.918818433429209e-14,0.2338414203958694,320.6892603116763,-4.919316004567644e-15,0.04676886492306542,32.07219960997558,-32.18352351956402,-0.02346979937858727,0,0,0,0,-4.918818433429209e-14,0.2338414203958694,320.6892603116763,-321.8023860002436,1526.283342855014,0,-320.6892603472024,0.2338414204217791,-9.367218140694524e-15,-9.367218140694524e-15,0.233853363076763,320.6892603384938,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.070093173265111e-12,-0.0007454037019527191,20015.89781058103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,          20,           0,           0,           0,          10,           0,           0,           0,          10,621.9298044,20010,0,0,0,4958.2745295316,4958.2745295312,-2.133728227471437e-06,7.951388932899314e-15,3.007487457797955e-18,1.000000000041543,-1.862029145683309e-08,6.938895848949443e-17,2.624657121922538e-20,0.707106781206131,-5.169392485450326e-18,-0.7071067812452977,-5.120482870816383e-18,0.7071067342252582,0.0002578152060327772,-0.707106734225258,0.0002578152060327772,90,0.041779148064927,0,0,2.1337282265737e-06,20930599.03450245,15263.61648732487,0,20930604.59998952,0.7794679156787268,0,0.041780743501439,4958.2745295312,-1.6344444641837e-09,0,2.13372822657366122e-06,20930604.5999895334
11.00000057,-5.091356768634365e-13,-7.441535147659584e-22,1.390876080714266e-19,-1.024268229353814e-41,-5.750787314726729e-23,6.61261638192527e-36,0.004178074132240403,-7.441535147659584e-22,9.277185218119681e-19,128.9066274,2005465.949,352.762082802,1566.77120296,-7.049012238171828e-14,0.2829488627346121,352.7619693263307,-6.408979797506982e-15,0.05144602715149151,32.07323146092691,-32.18455894390146,-0.02581788776605169,0,0,0,0,-7.049012238171828e-14,0.2829488627346121,352.7619693263307,-353.9864206849067,1526.258699035364,0,-352.7619693693179,0.2829488627690973,-3.904660907948355e-15,-3.904660907948355e-15,0.2829663485045494,352.7619693552923,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.999775185402006e-12,-0.0009921817093288892,20016.54289007971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,          20,           0,           0,           0,          10,           0,           0,           0,          10,621.9298044,20010,0,0,0,4621.5489831977,4621.5489831971,-2.840042097607165e-06,1.113194328064974e-14,6.66311353312804e-20,1.000000000045697,-2.478404275037815e-08,9.714453119184486e-17,5.838739821768684e-22,0.7071067812080893,-5.336090860718733e-18,-0.707106781251173,-5.315090853406574e-18,0.7071067243590793,0.0002835967253181047,-0.7071067243590792,0.0002835967253181048,90,0.045956689172092,0,0,2.8400420966575e-06,20930261.14016777,16789.88778354529,0,20930267.87444317,1.037473307159817,0,0.045958817851583,4621.5489831971,-1.6344444641837e-09,0,2.84004209665752303e-06,20930267.8744431995
12.00000063,-5.554214443079378e-13,-8.118038177605329e-22,2.595562363357723e-19,-9.466956428640443e-42,-4.872315809916093e-23,7.869587255294441e-36,0.004178074132240403,-8.118038177605329e-22,9.277184651014209e-19,155.1296448,2207759.931,384.835906684,1574.32896238,-6.663272214232322e-14,0.3367335063358046,384.8357593617146,-5.553537218415876e-15,0.05612326815157446,32.07436165366978,-32.18569305018739,-0.02816629294947863,0,0,0,0,-6.663272214232322e-14,0.3367335063358046,384.8357593617146,-386.1715401334131,1526.231706971208,0,-384.8357594128737,0.3367335063805754,-5.089362568434368e-15,-5.089362568434368e-15,0.3367582721380419,384.8357593912027,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.465904254269457e-12,-0.001288191996264869,20017.24944943922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,          20,           0,           0,           0,          10,           0,           0,           0,          10,621.9298044,20010,0,0,0,4252.7501938567,4252.7501938566,-3.687218105435604e-06,9.541666222226476e-15,3.178919467171325e-19,1.000000000049851,-3.217704809110343e-08,8.326674584785019e-17,2.776809846117869e-21,0.7071067812100478,-5.839391796501203e-18,-0.7071067812570481,-5.8299281196129e-18,0.7071067135528913,0.0003093782442267116,-0.7071067135528912,0.0003093782442267116,90,0.050134124338606,0,0,3.6872181043661e-06,20929891.06126256,18316.13326184888,0,20929899.07565381,1.346924737740677,0,0.050136892201727,4252.7501938566,-1.6344444641837e-09,0,3.68721810436609702e-06,20929899.0756538585
13.00000068,-6.017079882550468e-13,-8.794541164413425e-22,4.139919702091435e-19,-7.885377078115218e-42,-3.746152228814287e-23,9.235832687542973e-36,0.004178074132240403,-8.794541164413425e-22,9.277184034577357e-19,184.2758783,2415430.143,416.910916075,1582.50338004,-4.131040755982904e-14,0.3951954335487926,416.9107287690761,-3.17826347857006e-15,0.06080059507980989,32.07559020738629,-32.18692585754945,-0.0305150437721843,0,0,0,0,-4.131040755982904e-14,0.3951954335487926,416.9107287690761,-418.357843037141,1526.202366331333,0,-416.9107288291178,0.395195433605714,9.951981490674345e-15,9.951981490674345e-15,0.3952295461958328,416.9107287967805,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.983525363937197e-12,-0.001637920012462913,20018.0175005932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,          20,           0,           0,           0,          10,           0,           0,           0,          10,621.9298044,20010,0,0,0,3851.8770313412,3851.8770313405,-4.688071828026892e-06,6.361112504321379e-15,1.967570797695e-18,1.000000000054005,-4.091114448673873e-08,5.551117864139462e-17,1.717256536971172e-20,0.7071067812120061,-6.017519218493046e-18,-0.7071067812629234,-6.04574821646997e-18,0.7071067018066943,0.0003351597627243251,-0.7071067018066942,0.0003351597627243251,90,0.054311443867496,0,0,4.6880718268763e-06,20929488.79665273,19842.35057382779,0,20929498.20249127,1.712499449481352,0,0.054314966551871,3851.8770313405,-1.6344444641837e-09,0,4.68807182687633195e-06,20929498.202491343
14.00000073,-6.479929791969404e-13,-9.471044104486561e-22,2.756037173540595e-19,-1.077951356139433e-41,-4.755294797721846e-23,1.071137323252375e-35,0.004178074132240403,-9.471044104486561e-22,9.277183368809127e-19,216.5164855,2628994.051,448.987209858,1591.28505221,-7.946477078700847e-14,0.4583347338823442,448.9869759196816,-5.677180514750786e-15,0.06547801509150429,32.07691714293012,-32.1882573867822,-0.03286416908888862,0,0,0,0,-7.946477078700847e-14,0.4583347338823442,448.9869759196816,-450.5454281074302,1526.170676755671,0,-448.9869759893166,0.4583347339534406,-9.386796664064872e-15,-9.386796664064872e-15,0.4583806187984357,448.9869759424742,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.543070322668286e-12,-0.002045853763180303,20018.84705651524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,          20,           0,           0,           0,          10,           0,           0,           0,          10,621.9298044,20010,0,0,0,3418.9282670878,3418.9282670894,-5.855421433851884e-06,9.541664572782339e-15,360,1.000000000058159,-5.109819155925322e-08,8.326673145405565e-17,-1.807073763080046e-20,0.7071067812139645,-9.027846510150654e-18,-0.7071067812687983,-9.060805160995851e-18,0.7071066891204882,0.0003609412807766716,-0.7071066891204881,0.0003609412807766716,90,0.058488638072608,0,0,5.8554214321612e-06,20929054.34510545,21368.53737072854,0,20929065.25372698,2.13887477024013,0,0.058493040902015,3418.9282670894,-1.6344444641837e-09,0,5.85542143216117228e-06,20929065.2537270896
15.00000078,-6.942779701388339e-13,-5.61766994324692e-22,2.429229496050856e-19,-4.793621784052174e-42,-4.993606192901858e-23,-3.303238437931468e-26,0.004178074132240403,-1.014754699422745e-21,9.277182653709526e-19,252.0406019,2848986.336,481.064886938,1600.66409113,-8.137922688760859e-14,0.5261515039942214,481.0645992064872,-5.426519172624665e-15,0.07015553534067522,32.07834248282715,-32.1896876603476,-0.03521369776666852,0,0,0,0,-8.137922688760859e-14,0.5261515039942214,481.0645992064872,-482.7343940772486,1526.136637855297,0,-481.0645992864265,0.5261515040816716,-2.53176384748431e-15,-2.53176384748431e-15,0.526211973972422,481.0645992202853,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.386639323529193e-12,-0.002516484022933557,20019.73813121923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,          20,           0,           0,           0,          10,           0,           0,           0,          10,621.9298044,20010,0,0,0,2953.9025741629,2953.9025741637,-7.202087898815228e-06,9.541671338472432e-15,7.121956207311322e-18,1.000000000062312,-6.285007343009939e-08,8.326679049066406e-17,6.215602582798452e-20,0.7071067812159229,-1.378472861532335e-17,-0.7071067812746734,-1.368323021718396e-17,0.7071066754942731,0.0003867227983494779,-0.707106675494273,0.000386722798349478,90,0.062665697273172,0,0,7.2020878962846e-06,20928587.70528919,22894.69130342316,0,20928600.228034,2.630728121153969,0,0.062671115252159,2953.9025741637,-1.6344444641837e-09,0,7.20208789628457869e-06,20928600.2280341648
16.00000083,-7.405614080755118e-13,-1.08240498300388e-21,2.80156892104688e-19,-1.223342417955601e-41,-4.722091444784574e-23,1.39903293837556e-35,0.004178074132240403,-1.08240498300388e-21,9.277181889278555e-19,291.0563936,3075960.429,513.144046243,1610.63017518,-9.137890987494148e-14,0.598645847696943,513.1436970458103,-5.712664806909993e-15,0.07483316297995096,32.07986625127635,-32.19121670237595,-0.03756365868591221,0,0,0,0,-9.137890987494148e-14,0.598645847696943,513.1436970458103,-514.9248397028593,1526.10024921241,0,-513.1436971367649,0.5986458478030794,-1.184657336521007e-14,-1.184657336521007e-14,0.5987241316719252,513.1436970454312,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.565217723641603e-12,-0.003054304549566073,20020.69073975994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,          20,           0,           0,           0,          10,           0,           0,           0,          10,621.9298044,20010,0,0,0,2456.7985272743,2456.7985272744,-8.740895222866282e-06,9.541667819959444e-15,2.58376107407487e-19,1.000000000066466,-7.627870061050015e-08,8.326675978923404e-17,2.261108371763804e-21,0.7071067812178812,-1.845379776256068e-17,-0.7071067812805484,-1.836727280297078e-17,0.7071066609280489,0.0004125043154084707,-0.7071066609280487,0.0004125043154084708,90,0.066842611792165,0,0,8.7408952194941e-06,20928088.87577372,24420.81002238035,0,20928103.12398703,3.192737023636638,0,0.066849189602304,2456.7985272744,-1.6344444641837e-09,0,8.74089521949411344e-06,20928103.1239872761
17.00000089,-7.868448460121898e-13,-1.15005526083233e-21,1.491171776827739e-19,-1.562827320082378e-41,-5.677647518436535e-23,1.579377582078601e-35,0.004178074132240403,-1.15005526083233e-21,9.277181075516218e-19,333.7922135,3310490.097,545.224786725,1621.1725991,-1.102575557815523e-13,0.6758178759604202,545.2243678790071,-6.487640513494386e-15,0.07951090516047046,32.08148847415118,-32.19284453866729,-0.0399140807412751,0,0,0,0,-1.102575557815523e-13,0.6758178759604202,545.2243678790071,-547.1168637654929,1526.061510380322,0,-545.2243679816878,0.6758178760877308,-8.652800505618874e-15,-8.652800505618874e-15,0.675917647798189,545.2243678580093,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.048872201314182e-12,-0.003663812298642183,20021.70489823387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,          20,           0,           0,           0,          10,           0,           0,           0,          10,621.9298044,20010,0,0,0,1927.6146025881,1927.6146025888,-1.048467064704068e-05,1.113194463420806e-14,360,1.000000000070618,-9.149601189549358e-08,9.71445430022381e-17,-8.471410331378633e-21,0.7071067812198395,-2.316552783388089e-17,-0.7071067812864229,-2.316984011017006e-17,0.7071066454218156,0.0004382858319193766,-0.7071066454218154,0.0004382858319193767,90,0.071019371954877,0,0,1.0484670642793e-05,20927557.85502993,25946.89117763654,0,20927573.94006224,3.829579106505671,0,0.071027263952449,1927.6146025888,-1.6344444641837e-09,0,1.04846706427931386e-05,20927573.9400625899
18.00000094,-8.331306134566911e-13,-7.64717827450311e-22,3.369386668975046e-19,-5.221159977621208e-42,-4.308030990158664e-23,-3.303238437390444e-26,0.004178074132240403,-1.217705532548364e-21,9.277180212422519e-19,380.4978637,3553171.081,577.307207362,1632.28032389,-7.860374468311455e-14,0.7576677068973537,577.3067101741411,-4.368304189683229e-15,0.08418876903178246,32.08320917899998,-32.19457119669175,-0.04226499284263467,0,0,0,0,-7.860374468311455e-14,0.7576677068973537,577.3067101741411,-579.310565073011,1526.020420883444,0,-577.3067102892591,0.7576677070484823,3.027296658183975e-15,3.027296658183975e-15,0.7577931142030405,577.3067101246588,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72622460782908e-12,-0.004349507637603382,20022.7806237795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,          20,           0,           0,           0,          10,           0,           0,           0,          10,621.9298044,20010,0,0,0,1366.3491779342,1366.3491779349,-1.244624486925774e-05,7.951395575939084e-15,7.302501414213478e-18,1.000000000074771,-1.08613976247121e-07,6.938901645221324e-17,6.373388327653354e-20,0.7071067812217977,-2.806022500201645e-17,-0.7071067812922982,-2.789695367445626e-17,0.7071066289755735,0.0004640673478479225,-0.7071066289755734,0.0004640673478479227,90,0.075195968086213,0,0,1.2446244864109e-05,20926994.64143003,27472.93241876697,0,20927012.67463744,4.545932112912158,0,0.075205338302593,1366.3491779349,-1.6344444641837e-09,0,1.24462448641090568e-05,20927012.6746379361
19.00000099,-4.358120886160641e-14,-8.323680926942009e-22,1.692738470807476e-19,-9.68004428782796e-42,-5.53066147364431e-23,-3.303238439063321e-26,0.004178074132240403,-1.285355797792254e-21,9.277179299997465e-19,431.4459724,3804622.782,609.391407042,1643.94202578,-1.261735578433476e-13,0.8441954656025494,609.3908223057558,-6.643146245608437e-15,0.08886676171507701,32.08502838862893,-32.19639670559124,-0.0446164239160486,0,0,0,0,-1.261735578433476e-13,0.8441954656025494,609.3908223057558,-611.5060424615857,1525.976980217267,0,-609.3908223121124,0.844195465611412,-1.555118343865038e-14,-1.555118343865038e-14,0.8443511583785231,609.3908220964098,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.145926594112782e-12,-0.005115894559874838,20023.91793057249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,          20,           0,           0,           0,          10,           0,           0,           0,          10,621.9298044,20010,0,0,0,773.00053263083,773.00053262986,-1.463845226152066e-05,1.113194860298573e-14,4.202990903458188e-18,1.000000000003904,-1.277445946802721e-07,9.714457763737585e-17,3.669042454319765e-20,0.7071067811883915,-3.296720024421192e-17,-0.7071067811920794,-3.292309194777245e-17,0.7071066115185933,0.0004898488631108373,-0.7071066115185932,0.0004898488631108374,90,0.079372390510947,0,0,1.4638452256156e-05,20926399.23324736,28998.93139485695,0,20926419.32599195,5.346473907836518,0,0.079383412652738,773.00053262986,-1.6344444641837e-09,0,1.46384522561564149e-05,20926419.3259926327
20.00000104,-8.986464679828438e-14,-9.000183511062158e-22,2.767296009614184e-19,-8.038048403779124e-42,-4.747081057535987e-23,-3.303238438948881e-26,0.004178074132240403,-1.353006056204269e-21,9.277178338241056e-19,486.9334919,4065490.027,641.477485038,1656.14614407,-1.137059310094419e-13,0.9354012848132148,641.4768030377656,-5.687600984981725e-15,0.09354489040835109,32.08694614677755,-32.1983210961806,-0.04696840290471284,0,0,0,0,-1.137059310094419e-13,0.9354012848132148,641.4768030377656,-643.7033947973631,1525.931187848351,0,-641.4768030515629,0.935401284833401,-1.375714755582319e-14,-1.375714755582319e-14,0.9355924447951439,641.476802772785,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.549584013406894e-12,-0.005967480903618498,20025.11684584945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,          20,           0,           0,           0,          10,           0,           0,           0,          10,621.9298044,20010,0,0,0,147.5668474026,147.5668474034,-1.707413108927601e-05,9.541672234867624e-15,5.01519912243336e-18,1.000000000008055,-1.489999022136974e-07,8.326679831508922e-17,4.377827540995616e-20,0.7071067811903499,-3.701027912176042e-17,-0.707106781197954,-3.694627717126497e-17,0.7071065931923333,0.0005156303777692652,-0.7071065931923332,0.0005156303777692653,90,0.083548629553404,0,0,1.7074131083192e-05,20925771.62865636,30524.8857544727,0,20925793.89230648,6.23588248512318,0,0.083561487002882,147.5668474034,-1.6344444641837e-09,0,1.70741310831919825e-05,20925793.8923074044
